code,title,major_code,major_title
11110,Legislator,1,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS"
11121,Senior government official,1,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS"
11122,Senior statutory board official,1,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS"
11140,Senior official of political party organisation,1,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS"
11150,Senior official of employers’/workers’ and related economic-interest organisation,1,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS"
11160,Senior official of humanitarian and other special-interest organisation,1,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS"
11201,Managing director/Chief executive officer,1,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS"
11202,Company director,1,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS"
11203,Chief operating officer/General manager,1,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS"
12111,Budgeting/Financial accounting manager,1,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS"
12112,Administration manager,1,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS"
12113,Audit manager,1,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS"
12121,Personnel/Human resource manager,1,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS"
12122,Industrial relations manager,1,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS"
12123,Training manager,1,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS"
12131,Policy manager,1,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS"
12132,Strategic planning manager,1,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS"
12133,Risk management manager,1,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS"
12191,Premises/Facilities maintenance manager (excluding building security),1,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS"
12192,Landscape manager,1,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS"
12193,Cleaning operations manager,1,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS"
12194,Security manager,1,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS"
12195,Intellectual property manager,1,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS"
12199,Other business services/administration manager n.e.c.,1,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS"
12211,Sales manager,1,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS"
12212,Business development manager,1,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS"
12213,Regional sales manager,1,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS"
12214,Merchandising/Category manager,1,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS"
12215,Online sales channel manager,1,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS"
12221,Advertising/Public relations manager,1,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS"
12222,Marketing manager,1,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS"
12230,Research and development manager,1,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS"
12241,Customer service manager,1,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS"
12242,Call centre manager,1,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS"
13100,Production manager in agriculture/fisheries,1,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS"
13210,Manufacturing manager,1,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS"
13230,Construction manager,1,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS"
13241,Supply and distribution/Logistics/Warehousing manager,1,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS"
13242,Procurement/Purchasing manager,1,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS"
13243,Transport/Technical operations manager (excluding port and shipping operations),1,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS"
13244,Postal service manager,1,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS"
13245,Port/Shipping operations manager,1,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS"
13291,Technical/Engineering services manager (excluding transport),1,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS"
13292,Quality control/assurance manager,1,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS"
13299,Other production/operations manager n.e.c.,1,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS"
13301,Chief information officer/Chief technology officer/Chief information security officer,1,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS"
13302,Software and applications manager,1,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS"
13303,Network/Communications/Infrastructure manager,1,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS"
13304,ICT service manager,1,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS"
13305,Chief product officer,1,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS"
13306,ICT product design manager,1,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS"
13410,Preschool education/Early intervention centre manager,1,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS"
13420,Health services manager,1,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS"
13430,Aged care services manager,1,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS"
13441,Social services manager,1,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS"
13442,Volunteer manager,1,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS"
13451,School principal,1,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS"
13459,Education/Training institution manager n.e.c.,1,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS"
13461,Financial services manager,1,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS"
13462,Insurance services manager,1,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS"
13463,Financial risk manager,1,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS"
13491,National security/Civil defence/Immigration managerial officer,1,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS"
13492,Community partnership/relations manager,1,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS"
13493,Media/Broadcast manager,1,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS"
13499,Other professional/financial/community/social services manager n.e.c.,1,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS"
14110,Hotel operations/Lodging services manager,1,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS"
14121,Restaurant manager,1,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS"
14122,Catering manager,1,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS"
14123,Food and beverage operations manager,1,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS"
14201,Retail manager,1,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS"
14202,Wholesale trade manager,1,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS"
14310,Sports centre manager,1,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS"
14321,Casino operations manager,1,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS"
14322,Attractions manager,1,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS"
14323,Discotheque/Karaoke/Nightclub manager,1,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS"
14324,Wellness centre manager,1,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS"
14325,Country club manager,1,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS"
14329,Recreation centre manager n.e.c.,1,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS"
14330,Arts/Cultural centre manager,1,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS"
14391,Event manager,1,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS"
14392,Travel agency manager,1,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS"
14399,Other services manager n.e.c.,1,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS"
21110,Physicist/Astronomer,2,PROFESSIONALS
21120,Meteorologist,2,PROFESSIONALS
21130,Chemist,2,PROFESSIONALS
21141,Geologist,2,PROFESSIONALS
21142,Geophysicist,2,PROFESSIONALS
21149,Geologist/Geophysicist and related physical science professional n.e.c.,2,PROFESSIONALS
21211,Mathematician,2,PROFESSIONALS
21212,Operations research analyst,2,PROFESSIONALS
21213,Actuary,2,PROFESSIONALS
21221,Statistician,2,PROFESSIONALS
21222,Data scientist,2,PROFESSIONALS
21231,Statistical officer/Data analyst,2,PROFESSIONALS
21239,Other statistical/mathematical/actuarial professional n.e.c.,2,PROFESSIONALS
21311,Biologist,2,PROFESSIONALS
21312,Zoologist,2,PROFESSIONALS
21319,Biologist/Botanist/Zoologist and related professional n.e.c.,2,PROFESSIONALS
21321,Horticulturist/Arborist,2,PROFESSIONALS
21322,Aquaculturist,2,PROFESSIONALS
21323,Agriculturist,2,PROFESSIONALS
21329,Farming/Forestry/Fishery adviser n.e.c.,2,PROFESSIONALS
21331,Environmental officer (environmental protection),2,PROFESSIONALS
21332,Environment research scientist,2,PROFESSIONALS
21333,Environmental analyst,2,PROFESSIONALS
21339,Environmental protection and related professional n.e.c.,2,PROFESSIONALS
21341,Pharmacologist,2,PROFESSIONALS
21342,Medical laboratory scientist,2,PROFESSIONALS
21343,Biochemist,2,PROFESSIONALS
21344,Physiologist,2,PROFESSIONALS
21345,Animal scientist,2,PROFESSIONALS
21346,Medical scientist,2,PROFESSIONALS
21347,Clinical research professional,2,PROFESSIONALS
21349,Pharmacologist and related professional n.e.c.,2,PROFESSIONALS
21411,Manufacturing engineer,2,PROFESSIONALS
21412,Production engineer,2,PROFESSIONALS
21413,Automation engineer,2,PROFESSIONALS
21414,Quality control/assurance engineer,2,PROFESSIONALS
21415,Process engineer,2,PROFESSIONALS
21421,Civil engineer,2,PROFESSIONALS
21422,Building construction engineer,2,PROFESSIONALS
21430,Environmental engineer,2,PROFESSIONALS
21441,Mechanical engineer,2,PROFESSIONALS
21442,Industrial machinery/tools engineer,2,PROFESSIONALS
21443,Air-conditioning/Refrigeration engineer,2,PROFESSIONALS
21444,Port equipment engineer,2,PROFESSIONALS
21451,Chemical engineer (excluding petroleum and petrochemical),2,PROFESSIONALS
21452,Chemical engineer (petroleum),2,PROFESSIONALS
21453,Chemical engineer (petrochemical),2,PROFESSIONALS
21454,Food/Drink technologist,2,PROFESSIONALS
21460,Mining engineer/Metallurgist and related professional,2,PROFESSIONALS
21471,Aeronautical engineer,2,PROFESSIONALS
21472,Automotive engineer,2,PROFESSIONALS
21473,Marine engineer,2,PROFESSIONALS
21474,Naval architect,2,PROFESSIONALS
21475,Rolling stock engineer,2,PROFESSIONALS
21491,Biomedical engineer,2,PROFESSIONALS
21492,Materials engineer,2,PROFESSIONALS
21493,Industrial safety engineer,2,PROFESSIONALS
21494,Quantity surveyor,2,PROFESSIONALS
21495,Intellectual property engineer,2,PROFESSIONALS
21496,Energy engineer,2,PROFESSIONALS
21497,Optical engineer,2,PROFESSIONALS
21498,Procurement engineer,2,PROFESSIONALS
21499,Other engineering professional n.e.c.,2,PROFESSIONALS
21511,Electrical engineer,2,PROFESSIONALS
21512,Power generation/distribution engineer,2,PROFESSIONALS
21513,Lift engineer,2,PROFESSIONALS
21521,Electronics engineer,2,PROFESSIONALS
21522,Computer engineer,2,PROFESSIONALS
21523,Semi-conductor engineer,2,PROFESSIONALS
21524,Audio/Video equipment engineer,2,PROFESSIONALS
21525,Instrumentation engineer,2,PROFESSIONALS
21526,Embedded systems engineer,2,PROFESSIONALS
21531,Media/Broadcast engineer,2,PROFESSIONALS
21532,Telecommunications engineer,2,PROFESSIONALS
21610,Building architect,2,PROFESSIONALS
21621,Landscape architect,2,PROFESSIONALS
21622,Landscape designer,2,PROFESSIONALS
21631,Fashion designer,2,PROFESSIONALS
21632,Product/Industrial designer,2,PROFESSIONALS
21641,Urban planner,2,PROFESSIONALS
21649,Urban and related planner n.e.c.,2,PROFESSIONALS
21651,Land surveyor,2,PROFESSIONALS
21652,Hydrographic surveyor,2,PROFESSIONALS
21659,Surveyor/Cartographer n.e.c.,2,PROFESSIONALS
21661,Graphic designer,2,PROFESSIONALS
21662,Multimedia designer/artist/animator,2,PROFESSIONALS
21669,Graphic/Multimedia designer/artist n.e.c.,2,PROFESSIONALS
21670,Service designer,2,PROFESSIONALS
21711,Chief/Second engineer (ship),2,PROFESSIONALS
21712,Technical superintendent,2,PROFESSIONALS
21713,Ship captain/Chief mate,2,PROFESSIONALS
21714,Marine superintendent,2,PROFESSIONALS
21721,Commercial airline pilot,2,PROFESSIONALS
21722,Aircraft pilot (excluding commercial airline and air force),2,PROFESSIONALS
21723,Flying instructor (excluding air force),2,PROFESSIONALS
21724,Flight engineer,2,PROFESSIONALS
21729,Aircraft pilot and related professional n.e.c.,2,PROFESSIONALS
22110,General practitioner/Physician,2,PROFESSIONALS
22121,Cardiologist,2,PROFESSIONALS
22122,Dermatologist,2,PROFESSIONALS
22123,Gastroenterologist,2,PROFESSIONALS
22124,Internal medicine physician,2,PROFESSIONALS
22125,Medical oncologist,2,PROFESSIONALS
22126,Paediatrician,2,PROFESSIONALS
22127,Respiratory physician,2,PROFESSIONALS
22128,Psychiatrist,2,PROFESSIONALS
22129,Specialist medical practitioner (medical) n.e.c.,2,PROFESSIONALS
22131,General surgeon,2,PROFESSIONALS
22132,Cardiothoracic surgeon,2,PROFESSIONALS
22133,Hand surgeon,2,PROFESSIONALS
22134,Neurosurgeon,2,PROFESSIONALS
22135,Orthopaedic surgeon,2,PROFESSIONALS
22136,Paediatric surgeon,2,PROFESSIONALS
22137,Plastic surgeon,2,PROFESSIONALS
22138,Urologist,2,PROFESSIONALS
22139,Specialist medical practitioner (surgical) n.e.c.,2,PROFESSIONALS
22141,Anaesthesiologist,2,PROFESSIONALS
22142,Diagnostic radiologist,2,PROFESSIONALS
22143,Emergency physician,2,PROFESSIONALS
22144,Obstetrician/Gynaecologist,2,PROFESSIONALS
22145,Ophthalmologist,2,PROFESSIONALS
22146,Pathologist,2,PROFESSIONALS
22147,Public health physician,2,PROFESSIONALS
22148,"Otorhinolaryngologist/Ear, nose, throat (ENT) specialist",2,PROFESSIONALS
22149,Specialist medical practitioner (other specialisation) n.e.c.,2,PROFESSIONALS
22200,Registered nurse and related nursing professional (excluding enrolled nurse),2,PROFESSIONALS
22301,Traditional Chinese medicine practitioner,2,PROFESSIONALS
22302,Traditional Chinese medicine acupuncturist,2,PROFESSIONALS
22500,Veterinarian,2,PROFESSIONALS
22611,General dental practitioner,2,PROFESSIONALS
22612,Specialised dentist,2,PROFESSIONALS
22621,Pharmacist (patient care),2,PROFESSIONALS
22629,Pharmacist n.e.c.,2,PROFESSIONALS
22631,Occupational health and safety professional,2,PROFESSIONALS
22632,Environmental officer (public health),2,PROFESSIONALS
22639,Environmental and occupational health and hygiene professional n.e.c.,2,PROFESSIONALS
22640,Physiotherapist,2,PROFESSIONALS
22651,Dietitian,2,PROFESSIONALS
22652,Nutritionist,2,PROFESSIONALS
22661,Audiologist,2,PROFESSIONALS
22662,Speech therapist,2,PROFESSIONALS
22670,Optometrist,2,PROFESSIONALS
22680,Occupational therapist,2,PROFESSIONALS
22691,Chiropractor,2,PROFESSIONALS
22692,Podiatrist,2,PROFESSIONALS
22693,Diagnostic radiographer,2,PROFESSIONALS
22694,Radiation therapist,2,PROFESSIONALS
22699,Other health professional n.e.c.,2,PROFESSIONALS
23101,University lecturer,2,PROFESSIONALS
23102,Polytechnic lecturer,2,PROFESSIONALS
23103,Teaching assistant/Tutor in university,2,PROFESSIONALS
23109,University/Polytechnic/Higher education teacher n.e.c.,2,PROFESSIONALS
23200,Junior college/Pre-university teacher,2,PROFESSIONALS
23300,Technical/Vocational/Commercial education institute teacher/trainer,2,PROFESSIONALS
23400,Secondary school teacher,2,PROFESSIONALS
23500,Primary school teacher,2,PROFESSIONALS
23611,Education methods adviser,2,PROFESSIONALS
23612,Instructional designer/technologist,2,PROFESSIONALS
23619,Education methods specialist n.e.c.,2,PROFESSIONALS
23621,Teacher of the visually impaired,2,PROFESSIONALS
23622,Early intervention teacher for infants and children,2,PROFESSIONALS
23629,Special education teacher n.e.c.,2,PROFESSIONALS
23690,Teaching professional n.e.c.,2,PROFESSIONALS
24111,Accountant (excluding tax accountant),2,PROFESSIONALS
24112,Auditor (accounting),2,PROFESSIONALS
24113,Tax accountant,2,PROFESSIONALS
24121,Financial/Investment adviser,2,PROFESSIONALS
24122,Business valuer,2,PROFESSIONALS
24131,Financial analyst,2,PROFESSIONALS
24132,Compliance officer/Risk analyst (financial),2,PROFESSIONALS
24133,Fund/Portfolio manager,2,PROFESSIONALS
24134,Treasury manager,2,PROFESSIONALS
24135,Financial product structurer,2,PROFESSIONALS
24136,Energy portfolio manager,2,PROFESSIONALS
24139,Financial analyst and related professional n.e.c.,2,PROFESSIONALS
24141,Securities/Finance dealer,2,PROFESSIONALS
24142,Foreign exchange dealer,2,PROFESSIONALS
24143,Financial derivatives dealer,2,PROFESSIONALS
24149,Securities/Finance dealer n.e.c.,2,PROFESSIONALS
24151,Securities/Finance broker,2,PROFESSIONALS
24152,Foreign exchange broker,2,PROFESSIONALS
24153,Financial derivatives broker,2,PROFESSIONALS
24154,Commodities/Freight derivatives broker,2,PROFESSIONALS
24159,Securities/Finance broker n.e.c.,2,PROFESSIONALS
24160,Insurance underwriter,2,PROFESSIONALS
24211,Management consultant,2,PROFESSIONALS
24212,Business consultant,2,PROFESSIONALS
24213,Business/Financial project management professional,2,PROFESSIONALS
24214,Sustainability project development/management professional,2,PROFESSIONALS
24221,Policy administration professional,2,PROFESSIONALS
24222,Risk analyst (non-financial),2,PROFESSIONALS
24231,Human resource consultant (excluding executive search consultant),2,PROFESSIONALS
24232,Executive search consultant,2,PROFESSIONALS
24233,Personnel/Human resource officer,2,PROFESSIONALS
24234,Industrial relations officer,2,PROFESSIONALS
24240,Training/Staff development professional,2,PROFESSIONALS
24251,Intellectual property agent,2,PROFESSIONALS
24252,Intellectual property examiner,2,PROFESSIONALS
24291,Research officer (non-statistical),2,PROFESSIONALS
24299,Other administration professional n.e.c.,2,PROFESSIONALS
24311,Creative advertising professional,2,PROFESSIONALS
24312,Market research professional,2,PROFESSIONALS
24313,Marketing strategy/planning professional,2,PROFESSIONALS
24314,Digital marketing professional,2,PROFESSIONALS
24315,Revenue specialist,2,PROFESSIONALS
24320,Public relations/Corporate communications professional,2,PROFESSIONALS
24331,Technical sales professional,2,PROFESSIONALS
24332,Medical/Pharmaceutical products sales professional,2,PROFESSIONALS
24333,ICT sales and services professional,2,PROFESSIONALS
24334,Sales professional (institutional sales of financial products),2,PROFESSIONALS
24339,Specialised goods sales professional n.e.c.,2,PROFESSIONALS
24351,"Commodities trader (excluding oil, bunker and environmental commodities)",2,PROFESSIONALS
24352,Oil/Bunker trader,2,PROFESSIONALS
24353,Ship charterer,2,PROFESSIONALS
24354,Environmental commodities trader,2,PROFESSIONALS
24361,Trade broker,2,PROFESSIONALS
24362,Ship broker,2,PROFESSIONALS
25111,Systems designer/analyst,2,PROFESSIONALS
25112,ICT business process consultant/business analyst,2,PROFESSIONALS
25113,Enterprise/Solution/Software architect,2,PROFESSIONALS
25114,ICT product manager,2,PROFESSIONALS
25121,Software developer,2,PROFESSIONALS
25122,Web/Mobile applications developer,2,PROFESSIONALS
25123,Multimedia-games developer/designer,2,PROFESSIONALS
25124,Interaction designer,2,PROFESSIONALS
25125,DevOps engineer,2,PROFESSIONALS
25141,Applications/Systems programmer,2,PROFESSIONALS
25142,Artificial intelligence applied researcher,2,PROFESSIONALS
25143,Artificial intelligence/Machine learning engineer,2,PROFESSIONALS
25151,ICT quality assurance specialist,2,PROFESSIONALS
25152,ICT auditor,2,PROFESSIONALS
25190,Software and applications developer/analyst n.e.c.,2,PROFESSIONALS
25211,Data/Database administrator,2,PROFESSIONALS
25212,Data/Database architect,2,PROFESSIONALS
25213,Data engineer,2,PROFESSIONALS
25220,Network/Server/Applications/Computer systems administrator,2,PROFESSIONALS
25231,Cloud specialist,2,PROFESSIONALS
25232,IT infrastructure specialist,2,PROFESSIONALS
25233,Automation and orchestration engineer,2,PROFESSIONALS
25239,Computer network/infrastructure/platform professional n.e.c.,2,PROFESSIONALS
25241,Cyber risk specialist,2,PROFESSIONALS
25242,Penetration testing specialist,2,PROFESSIONALS
25243,Security operations specialist,2,PROFESSIONALS
25244,Digital forensics specialist,2,PROFESSIONALS
25245,Cybersecurity architect,2,PROFESSIONALS
25246,Cyber incident investigation specialist,2,PROFESSIONALS
25247,Threat analysis specialist,2,PROFESSIONALS
25249,Cybersecurity professional n.e.c.,2,PROFESSIONALS
25291,Data centre engineer,2,PROFESSIONALS
25299,Other database/network/infrastructure/cybersecurity professional n.e.c.,2,PROFESSIONALS
26111,Advocate/Solicitor (practising),2,PROFESSIONALS
26112,"In-house legal counsel (excluding judiciary, ministries and statutory boards)",2,PROFESSIONALS
26119,Lawyer n.e.c.,2,PROFESSIONALS
26120,Judge,2,PROFESSIONALS
26191,Arbitrator/Mediator,2,PROFESSIONALS
26199,Other legal professional n.e.c.,2,PROFESSIONALS
26211,Archivist,2,PROFESSIONALS
26212,Curator,2,PROFESSIONALS
26213,Conservator,2,PROFESSIONALS
26221,Librarian,2,PROFESSIONALS
26229,Librarian and related information professional n.e.c.,2,PROFESSIONALS
26310,Economist,2,PROFESSIONALS
26321,Sociologist/Anthropologist,2,PROFESSIONALS
26322,Social science researcher,2,PROFESSIONALS
26331,Political scientist,2,PROFESSIONALS
26339,Historian/Political scientist and related social science professional n.e.c.,2,PROFESSIONALS
26361,Minister of religion,2,PROFESSIONALS
26369,Religious professional n.e.c.,2,PROFESSIONALS
26411,Author,2,PROFESSIONALS
26412,Script writer/editor,2,PROFESSIONALS
26413,Content writer,2,PROFESSIONALS
26414,Technical writer,2,PROFESSIONALS
26415,Book editor,2,PROFESSIONALS
26419,Author and related writer n.e.c.,2,PROFESSIONALS
26421,Journalist,2,PROFESSIONALS
26422,Editor (news/periodicals),2,PROFESSIONALS
26431,Translator,2,PROFESSIONALS
26432,Interpreter,2,PROFESSIONALS
26511,Painter,2,PROFESSIONALS
26519,Visual artist n.e.c.,2,PROFESSIONALS
26521,Instrumentalist,2,PROFESSIONALS
26522,Composer/Orchestrator,2,PROFESSIONALS
26523,Conductor/Director of orchestra/band/choir,2,PROFESSIONALS
26524,Singer,2,PROFESSIONALS
26529,Musician/Composer/Singer n.e.c.,2,PROFESSIONALS
26530,Dancer/Choreographer,2,PROFESSIONALS
26541,Producer (stage/film/television/commercial/video/radio),2,PROFESSIONALS
26542,Director (stage/film/television/commercial/video/radio),2,PROFESSIONALS
26543,Artistic director (stage/film/television/commercial/video/radio),2,PROFESSIONALS
26544,Editor (radio/television/video),2,PROFESSIONALS
26549,Film/Stage and related director/producer n.e.c.,2,PROFESSIONALS
26550,Actor,2,PROFESSIONALS
26561,Radio/Television presenter,2,PROFESSIONALS
26569,Radio/Television presenter and related professional n.e.c.,2,PROFESSIONALS
26611,Clinical psychologist,2,PROFESSIONALS
26612,Educational psychologist,2,PROFESSIONALS
26613,Industrial/Organisational psychologist,2,PROFESSIONALS
26619,Psychologist n.e.c.,2,PROFESSIONALS
26621,Social worker (general),2,PROFESSIONALS
26622,Medical social worker,2,PROFESSIONALS
26623,Youth work professional,2,PROFESSIONALS
26629,Social work professional n.e.c.,2,PROFESSIONALS
26631,Counsellor (rehabilitation),2,PROFESSIONALS
26632,Counsellor (drugs/alcohol),2,PROFESSIONALS
26633,Counsellor (family),2,PROFESSIONALS
26634,School counsellor,2,PROFESSIONALS
26639,Counselling professional n.e.c.,2,PROFESSIONALS
26640,Job coach (disability),2,PROFESSIONALS
31001,Assistant civil/structural engineer,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS
31002,Assistant electrical engineer,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS
31003,Assistant electronics engineer,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS
31004,Assistant mechanical engineer,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS
31005,Assistant chemical engineer,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS
31006,Assistant manufacturing engineer,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS
31009,Assistant engineer n.e.c.,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS
31111,Chemistry technician,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS
31112,Physics technician,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS
31119,Chemical/Physical science technician n.e.c.,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS
31121,Civil engineering technician,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS
31122,Building technician,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS
31123,Land surveying technician,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS
31124,Resident technical officer,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS
31129,Civil engineering technician n.e.c.,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS
31131,Electrical engineering technician,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS
31132,Lift technician,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS
31141,Electronics engineering technician,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS
31142,Semi-conductor technician,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS
31143,Audio/Video equipment technician,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS
31144,Instrumentation technician,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS
31151,Mechanical engineering technician,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS
31152,Air-conditioning/Refrigeration engineering technician,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS
31153,Machining/Tooling technician,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS
31161,"Chemical engineering technician (excluding petroleum, natural gas and petrochemical)",3,ASSOCIATE PROFESSIONALS AND TECHNICIANS
31162,Chemical engineering technician (petroleum/natural gas),3,ASSOCIATE PROFESSIONALS AND TECHNICIANS
31163,Chemical engineering technician (petrochemical),3,ASSOCIATE PROFESSIONALS AND TECHNICIANS
31164,Food science technician,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS
31171,Manufacturing engineering technician,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS
31172,Production engineering technician,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS
31173,Process engineering technician,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS
31174,Automation technician,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS
31175,Quality assurance technician,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS
31181,Mechanical draughtsperson,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS
31182,Electrical/Electronics draughtsperson,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS
31183,Civil/Structural engineering draughtsperson,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS
31184,Architectural draughtsperson,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS
31185,Marine draughtsperson,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS
31189,Draughtsperson n.e.c.,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS
31211,Aeronautical engineering technician,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS
31212,Automotive engineering technician,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS
31213,Marine surveyor (ship/nautical),3,ASSOCIATE PROFESSIONALS AND TECHNICIANS
31214,Rolling stock engineering technician,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS
31291,Mechatronics technician,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS
31292,Metallurgical technician,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS
31293,Precision optics technician,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS
31294,Quantity surveying technician,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS
31295,Airport maintenance technician,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS
